x,y,H,S,V
36.5,61.5,6,13,131
36.5,62.5,0,11,133
36.5,63.5,0,11,136
36.5,64.5,240,5,135
36.5,65.5,10,15,132
36.5,66.5,14,16,138
36.5,67.5,14,22,137
36.5,68.5,15,20,138
36.5,69.5,12,18,140
36.5,70.5,18,26,133
36.5,71.5,22,37,115
36.5,72.5,21,41,110
36.5,73.5,23,25,110
36.5,74.5,19,36,105
36.5,75.5,18,27,129
36.5,76.5,233,7,138
36.5,77.5,191,7,133
36.5,78.5,191,8,124
36.5,79.5,178,10,119
36.5,80.5,170,12,120
36.5,81.5,163,14,123
36.5,82.5,165,19,129
36.5,83.5,162,12,124
36.5,84.5,212,4,115
36.5,85.5,212,4,113
36.5,86.5,0,4,110
36.5,87.5,233,4,103
36.5,88.5,155,6,114
36.5,89.5,148,8,116
37.5,0.5,18,121,113
37.5,1.5,16,107,107
37.5,2.5,14,108,101
37.5,3.5,15,112,95
37.5,4.5,13,107,95
37.5,5.5,15,109,112
37.5,6.5,16,98,117
37.5,7.5,15,102,109
37.5,8.5,15,99,110
37.5,9.5,17,92,130
37.5,10.5,18,64,143
37.5,11.5,23,58,139
37.5,12.5,20,78,117
37.5,13.5,19,86,121
37.5,14.5,19,115,126
37.5,15.5,17,113,124
37.5,16.5,19,98,124
37.5,17.5,19,105,114
37.5,18.5,17,122,104
37.5,19.5,16,129,114
37.5,20.5,16,114,129
37.5,21.5,18,102,134
37.5,22.5,17,107,128
37.5,23.5,17,106,125
37.5,24.5,18,114,122
37.5,25.5,18,113,119
37.5,26.5,17,120,112
37.5,27.5,18,109,112
37.5,28.5,18,94,113
37.5,29.5,18,79,106
37.5,30.5,19,61,120
37.5,31.5,21,66,122
37.5,32.5,21,59,125
37.5,33.5,20,59,108
37.5,34.5,17,52,107
37.5,35.5,19,55,111
37.5,36.5,23,59,115
37.5,37.5,24,56,117
37.5,38.5,22,37,116
37.5,39.5,21,30,116
37.5,40.5,18,29,122
37.5,41.5,23,45,123
37.5,42.5,21,32,127
37.5,43.5,21,19,130
37.5,44.5,19,26,127
37.5,45.5,22,34,126
37.5,46.5,23,43,128
37.5,47.5,21,41,124
37.5,48.5,21,50,122
37.5,49.5,22,54,117
37.5,50.5,22,59,121
37.5,51.5,21,58,122
37.5,52.5,22,45,130
37.5,53.5,21,47,129
37.5,54.5,22,72,119
37.5,55.5,21,66,119
37.5,56.5,23,49,123
37.5,57.5,21,36,125
37.5,58.5,21,35,130
37.5,59.5,19,40,127
37.5,60.5,17,34,125
37.5,61.5,10,15,131
37.5,62.5,10,15,134
37.5,63.5,0,7,137
37.5,64.5,7,11,135
37.5,65.5,10,15,131
37.5,66.5,18,16,136
37.5,67.5,18,16,137
37.5,68.5,14,16,137
37.5,69.5,15,14,140
37.5,70.5,19,24,134
37.5,71.5,21,35,131
37.5,72.5,21,43,128
37.5,73.5,21,36,127
37.5,74.5,18,18,127
37.5,75.5,7,11,128
37.5,76.5,238,9,131
37.5,77.5,233,8,126
37.5,78.5,212,6,115
37.5,79.5,191,9,113
37.5,80.5,226,7,105
37.5,81.5,212,7,105
37.5,82.5,178,10,117
37.5,83.5,178,10,117
37.5,84.5,170,2,115
37.5,85.5,233,4,109
37.5,86.5,14,6,110
37.5,87.5,127,2,107
37.5,88.5,161,12,106
37.5,89.5,152,11,110
38.5,0.5,16,118,108
38.5,1.5,14,112,100
38.5,2.5,13,113,97
38.5,3.5,14,120,97
38.5,4.5,13,122,102
38.5,5.5,16,122,121
38.5,6.5,14,117,117
38.5,7.5,13,119,111
38.5,8.5,14,101,116
38.5,9.5,16,96,121
38.5,10.5,18,85,131
38.5,11.5,20,76,133
38.5,12.5,20,70,127
38.5,13.5,21,88,130
38.5,14.5,19,112,132
38.5,15.5,16,119,124
38.5,16.5,17,99,125
38.5,17.5,19,68,112
38.5,18.5,18,89,105
38.5,19.5,16,119,107
38.5,20.5,16,116,125
38.5,21.5,19,102,137
38.5,22.5,18,104,127
38.5,23.5,19,108,125
38.5,24.5,18,112,113
38.5,25.5,19,102,105
38.5,26.5,17,99,97
38.5,27.5,17,91,103
38.5,28.5,19,97,99
38.5,29.5,17,77,89
38.5,30.5,19,62,115
38.5,31.5,21,68,120
38.5,32.5,19,64,119
38.5,33.5,17,51,108
38.5,34.5,20,57,110
38.5,35.5,23,61,121
38.5,36.5,23,72,119
38.5,37.5,23,56,121
38.5,38.5,19,30,124
38.5,39.5,21,28,126
38.5,40.5,21,30,132
38.5,41.5,22,32,132
38.5,42.5,24,39,135
38.5,43.5,24,45,130
38.5,44.5,23,47,130
38.5,45.5,23,43,129
38.5,46.5,23,52,117
38.5,47.5,22,61,116
38.5,48.5,22,57,119
38.5,49.5,22,58,122
38.5,50.5,22,65,117
38.5,51.5,22,56,121
38.5,52.5,22,55,125
38.5,53.5,20,53,120
38.5,54.5,21,63,116
38.5,55.5,23,64,114
38.5,56.5,18,36,127
38.5,57.5,15,27,131
38.5,58.5,18,27,132
38.5,59.5,6,13,137
38.5,60.5,0,11,137
38.5,61.5,246,9,138
38.5,62.5,10,15,136
38.5,63.5,10,14,137
38.5,64.5,15,26,133
38.5,65.5,14,23,130
38.5,66.5,22,27,138
38.5,67.5,19,24,136
38.5,68.5,16,19,134
38.5,69.5,21,19,132
38.5,70.5,21,27,129
38.5,71.5,22,28,136
38.5,72.5,17,23,133
38.5,73.5,19,21,128
38.5,74.5,6,14,127
38.5,75.5,6,14,124
38.5,76.5,15,22,125
38.5,77.5,12,14,125
38.5,78.5,198,6,123
38.5,79.5,198,6,119
38.5,80.5,184,6,112
38.5,81.5,162,13,116
38.5,82.5,162,12,120
38.5,83.5,184,6,115
38.5,84.5,212,2,116
38.5,85.5,212,2,110
38.5,86.5,14,7,104
38.5,87.5,233,5,97
38.5,88.5,170,7,96
38.5,89.5,170,5,100
39.5,0.5,16,116,109
39.5,1.5,14,119,109
39.5,2.5,13,113,103
39.5,3.5,13,109,100
39.5,4.5,15,107,95
39.5,5.5,14,105,97
39.5,6.5,15,112,104
39.5,7.5,15,123,109
39.5,8.5,16,117,113
39.5,9.5,15,99,110
39.5,10.5,18,83,113
39.5,11.5,21,73,121
39.5,12.5,21,69,117
39.5,13.5,21,67,124
39.5,14.5,20,93,131
39.5,15.5,15,115,110
39.5,16.5,16,99,121
39.5,17.5,19,73,122
39.5,18.5,20,88,115
39.5,19.5,16,115,113
39.5,20.5,18,111,128
39.5,21.5,19,104,139
39.5,22.5,19,107,133
39.5,23.5,19,103,123
39.5,24.5,18,97,113
39.5,25.5,18,97,105
39.5,26.5,17,100,99
39.5,27.5,17,105,99
39.5,28.5,19,118,95
39.5,29.5,18,99,105
39.5,30.5,19,74,120
39.5,31.5,18,78,117
39.5,32.5,18,78,117
39.5,33.5,19,63,121
39.5,34.5,21,65,120
39.5,35.5,22,68,120
39.5,36.5,23,53,115
39.5,37.5,23,55,101
39.5,38.5,22,55,114
39.5,39.5,21,45,122
39.5,40.5,21,35,129
39.5,41.5,21,30,132
39.5,42.5,25,34,134
39.5,43.5,25,39,130
39.5,44.5,21,60,123
39.5,45.5,21,59,124
39.5,46.5,22,61,117
39.5,47.5,24,71,107
39.5,48.5,21,69,106
39.5,49.5,23,75,111
39.5,50.5,21,76,117
39.5,51.5,20,53,120
39.5,52.5,20,50,126
39.5,53.5,17,38,126
39.5,54.5,22,60,119
39.5,55.5,22,52,126
39.5,56.5,20,36,131
39.5,57.5,15,27,130
39.5,58.5,14,17,135
39.5,59.5,10,15,134
39.5,60.5,0,9,137
39.5,61.5,6,13,135
39.5,62.5,14,17,133
39.5,63.5,18,26,134
39.5,64.5,18,30,135
39.5,65.5,19,27,137
39.5,66.5,21,29,139
39.5,67.5,22,24,136
39.5,68.5,23,31,129
39.5,69.5,24,34,124
39.5,70.5,22,35,123
39.5,71.5,21,33,123
39.5,72.5,24,28,126
39.5,73.5,19,21,128
39.5,74.5,14,17,128
39.5,75.5,16,32,118
39.5,76.5,18,29,122
39.5,77.5,0,7,130
39.5,78.5,212,6,125
39.5,79.5,198,6,122
39.5,80.5,191,8,118
39.5,81.5,178,10,120
39.5,82.5,178,10,122
39.5,83.5,184,6,115
39.5,84.5,212,2,118
39.5,85.5,233,4,114
39.5,86.5,0,7,101
39.5,87.5,14,8,90
39.5,88.5,170,5,99
39.5,89.5,240,8,94
40.5,0.5,18,114,114
40.5,1.5,16,111,112
40.5,2.5,14,102,107
40.5,3.5,17,102,97
40.5,4.5,14,80,82
40.5,5.5,14,62,69
40.5,6.5,13,66,73
40.5,7.5,15,103,96
40.5,8.5,16,128,109
40.5,9.5,14,115,108
40.5,10.5,15,75,108
40.5,11.5,22,51,94
40.5,12.5,21,36,97
40.5,13.5,21,43,106
40.5,14.5,19,73,107
40.5,15.5,15,79,103
40.5,16.5,16,80,111
40.5,17.5,15,106,101
40.5,18.5,16,116,120
40.5,19.5,17,113,128
40.5,20.5,15,108,129
40.5,21.5,17,100,135
40.5,22.5,17,102,127
40.5,23.5,18,99,121
40.5,24.5,18,89,120
40.5,25.5,19,90,116
40.5,26.5,20,83,101
40.5,27.5,18,98,91
40.5,28.5,18,124,96
40.5,29.5,18,137,98
40.5,30.5,18,106,105
40.5,31.5,20,81,113
40.5,32.5,19,78,114
40.5,33.5,19,71,122
40.5,34.5,21,75,119
40.5,35.5,21,77,109
40.5,36.5,21,61,117
40.5,37.5,23,72,109
40.5,38.5,22,76,106
40.5,39.5,21,58,123
40.5,40.5,21,47,130
40.5,41.5,22,40,131
40.5,42.5,22,48,131
40.5,43.5,25,53,119
40.5,44.5,23,58,105
40.5,45.5,20,63,108
40.5,46.5,22,73,104
40.5,47.5,22,72,105
40.5,48.5,22,68,101
40.5,49.5,21,72,98
40.5,50.5,20,87,105
40.5,51.5,21,56,117
40.5,52.5,20,42,127
40.5,53.5,21,34,134
40.5,54.5,22,47,123
40.5,55.5,20,46,125
40.5,56.5,19,44,126
40.5,57.5,19,33,131
40.5,58.5,16,27,122
40.5,59.5,16,28,132
40.5,60.5,19,27,138
40.5,61.5,21,30,135
40.5,62.5,21,30,133
40.5,63.5,21,30,133
40.5,64.5,22,36,131
40.5,65.5,24,32,134
40.5,66.5,22,28,132
40.5,67.5,23,21,130
40.5,68.5,23,38,120
40.5,69.5,25,33,114
40.5,70.5,19,24,114
40.5,71.5,21,39,117
40.5,72.5,22,33,129
40.5,73.5,18,17,131
40.5,74.5,14,17,129
40.5,75.5,19,30,126
40.5,76.5,21,27,129
40.5,77.5,7,11,131
40.5,78.5,223,8,120
40.5,79.5,212,4,112
40.5,80.5,191,8,117
40.5,81.5,177,12,123
40.5,82.5,184,6,123
40.5,83.5,212,4,124
40.5,84.5,191,4,120
40.5,85.5,233,4,111
40.5,86.5,10,10,100
40.5,87.5,16,13,95
40.5,88.5,170,4,109
40.5,89.5,212,5,102
41.5,0.5,18,114,120
41.5,1.5,16,108,115
41.5,2.5,16,108,117
41.5,3.5,18,116,116
41.5,4.5,15,99,100
41.5,5.5,14,92,94
41.5,6.5,15,89,94
41.5,7.5,16,105,109
41.5,8.5,16,120,114
41.5,9.5,15,106,108
41.5,10.5,15,84,109
41.5,11.5,21,72,105
41.5,12.5,19,53,105
41.5,13.5,23,51,108
41.5,14.5,21,53,105
41.5,15.5,14,58,100
41.5,16.5,13,102,100
41.5,17.5,13,107,109
41.5,18.5,15,107,116
41.5,19.5,17,102,124
41.5,20.5,16,97,131
41.5,21.5,15,100,130
41.5,22.5,17,110,125
41.5,23.5,18,101,121
41.5,24.5,18,100,112
41.5,25.5,19,88,115
41.5,26.5,20,83,107
41.5,27.5,20,94,97
41.5,28.5,18,119,96
41.5,29.5,19,126,91
41.5,30.5,17,109,84
41.5,31.5,19,79,103
41.5,32.5,19,87,96
41.5,33.5,20,74,113
41.5,34.5,22,75,108
41.5,35.5,21,76,97
41.5,36.5,19,74,110
41.5,37.5,20,76,110
41.5,38.5,22,82,105
41.5,39.5,21,85,117
41.5,40.5,21,76,123
41.5,41.5,21,66,126
41.5,42.5,23,56,130
41.5,43.5,25,55,125
41.5,44.5,21,50,102
41.5,45.5,20,64,91
41.5,46.5,21,73,108
41.5,47.5,22,62,114
41.5,48.5,23,55,102
41.5,49.5,20,56,95
41.5,50.5,19,65,93
41.5,51.5,20,52,112
41.5,52.5,22,33,131
41.5,53.5,22,32,135
41.5,54.5,23,49,130
41.5,55.5,24,46,127
41.5,56.5,24,46,126
41.5,57.5,24,46,125
41.5,58.5,21,43,117
41.5,59.5,21,38,131
41.5,60.5,23,47,128
41.5,61.5,24,55,128
41.5,62.5,25,53,129
41.5,63.5,24,52,127
41.5,64.5,24,57,124
41.5,65.5,23,42,131
41.5,66.5,22,29,131
41.5,67.5,19,24,133
41.5,68.5,17,23,132
41.5,69.5,22,24,134
41.5,70.5,26,30,134
41.5,71.5,22,33,129
41.5,72.5,23,28,143
41.5,73.5,16,8,148
41.5,74.5,21,19,134
41.5,75.5,17,23,128
41.5,76.5,19,25,128
41.5,77.5,7,11,133
41.5,78.5,233,4,127
41.5,79.5,198,6,115
41.5,80.5,184,6,113
41.5,81.5,170,14,123
41.5,82.5,184,6,120
41.5,83.5,212,2,118
41.5,84.5,212,4,119
41.5,85.5,191,4,116
41.5,86.5,240,7,100
41.5,87.5,18,19,93
41.5,88.5,233,4,106
41.5,89.5,233,5,100
42.5,0.5,17,120,112
42.5,1.5,18,119,120
42.5,2.5,18,118,121
42.5,3.5,17,121,118
42.5,4.5,17,117,115
42.5,5.5,17,118,118
42.5,6.5,17,112,120
42.5,7.5,17,122,119
42.5,8.5,14,131,114
42.5,9.5,14,122,110
42.5,10.5,15,109,109
42.5,11.5,16,102,115
42.5,12.5,18,87,126
42.5,13.5,22,76,137
42.5,14.5,21,88,133
42.5,15.5,18,97,131
42.5,16.5,15,108,113
42.5,17.5,12,119,98
42.5,18.5,13,110,106
42.5,19.5,16,100,117
42.5,20.5,19,81,125
42.5,21.5,15,99,128
42.5,22.5,17,108,120
42.5,23.5,21,99,126
42.5,24.5,18,95,118
42.5,25.5,17,82,111
42.5,26.5,17,76,90
42.5,27.5,17,73,83
42.5,28.5,20,92,80
42.5,29.5,18,103,74
42.5,30.5,17,98,75
42.5,31.5,19,82,99
42.5,32.5,18,89,97
42.5,33.5,19,84,115
42.5,34.5,20,78,113
42.5,35.5,20,70,105
42.5,36.5,18,75,91
42.5,37.5,19,77,99
42.5,38.5,21,81,109
42.5,39.5,20,67,124
42.5,40.5,19,57,134
42.5,41.5,21,64,131
42.5,42.5,23,62,130
42.5,43.5,24,58,126
42.5,44.5,23,56,100
42.5,45.5,20,53,90
42.5,46.5,22,67,106
42.5,47.5,23,57,119
42.5,48.5,24,50,106
42.5,49.5,21,48,95
42.5,50.5,17,50,96
42.5,51.5,21,46,109
42.5,52.5,21,39,116
42.5,53.5,25,39,116
42.5,54.5,23,55,115
42.5,55.5,24,53,125
42.5,56.5,26,56,118
42.5,57.5,26,64,114
42.5,58.5,24,55,120
42.5,59.5,23,39,128
42.5,60.5,22,65,116
42.5,61.5,23,65,121
42.5,62.5,22,57,125
42.5,63.5,24,41,130
42.5,64.5,24,39,134
42.5,65.5,22,36,134
42.5,66.5,22,42,127
42.5,67.5,22,40,120
42.5,68.5,16,19,130
42.5,69.5,16,18,137
42.5,70.5,24,32,135
42.5,71.5,22,38,127
42.5,72.5,23,39,130
42.5,73.5,21,32,126
42.5,74.5,16,20,123
42.5,75.5,12,14,126
42.5,76.5,0,8,125
42.5,77.5,244,8,124
42.5,78.5,184,12,123
42.5,79.5,178,10,116
42.5,80.5,177,12,119
42.5,81.5,170,10,121
42.5,82.5,0,6,118
42.5,83.5,0,6,116
42.5,84.5,0,4,121
42.5,85.5,233,4,117
42.5,86.5,16,12,100
42.5,87.5,212,2,94
42.5,88.5,0,5,99
42.5,89.5,14,6,110
43.5,0.5,16,129,114
43.5,1.5,17,126,121
43.5,2.5,19,122,127
43.5,3.5,19,121,126
43.5,4.5,19,117,126
43.5,5.5,19,113,130
43.5,6.5,22,105,138
43.5,7.5,19,101,126
43.5,8.5,14,129,108
43.5,9.5,14,127,104
43.5,10.5,14,116,103
43.5,11.5,14,113,110
43.5,12.5,16,101,128
43.5,13.5,19,92,140
43.5,14.5,19,96,130
43.5,15.5,17,97,128
43.5,16.5,13,108,115
43.5,17.5,13,108,115
43.5,18.5,13,110,115
43.5,19.5,15,107,123
43.5,20.5,17,82,127
43.5,21.5,15,104,125
43.5,22.5,17,106,122
43.5,23.5,19,90,121
43.5,24.5,16,72,106
43.5,25.5,17,81,106
43.5,26.5,18,63,85
43.5,27.5,12,39,64
43.5,28.5,18,54,65
43.5,29.5,18,81,66
43.5,30.5,19,88,95
43.5,31.5,20,88,104
43.5,32.5,18,92,94
43.5,33.5,19,83,116
43.5,34.5,19,80,117
43.5,35.5,20,73,107
43.5,36.5,18,77,89
43.5,37.5,19,72,106
43.5,38.5,21,71,114
43.5,39.5,21,58,127
43.5,40.5,19,50,131
43.5,41.5,21,60,127
43.5,42.5,21,61,128
43.5,43.5,23,55,123
43.5,44.5,22,51,105
43.5,45.5,23,42,96
43.5,46.5,22,55,97
43.5,47.5,22,66,104
43.5,48.5,19,55,102
43.5,49.5,23,55,92
43.5,50.5,20,68,100
43.5,51.5,21,50,121
43.5,52.5,23,43,118
43.5,53.5,21,41,110
43.5,54.5,21,35,101
43.5,55.5,25,51,108
43.5,56.5,23,54,117
43.5,57.5,23,60,113
43.5,58.5,22,54,121
43.5,59.5,19,30,126
43.5,60.5,21,33,123
43.5,61.5,20,40,121
43.5,62.5,21,49,114
43.5,63.5,21,41,123
43.5,64.5,22,32,134
43.5,65.5,15,21,131
43.5,66.5,15,22,123
43.5,67.5,17,25,122
43.5,68.5,19,21,129
43.5,69.5,18,16,136
43.5,70.5,22,23,140
43.5,71.5,22,34,124
43.5,72.5,24,44,121
43.5,73.5,21,34,119
43.5,74.5,22,39,124
43.5,75.5,18,30,132
43.5,76.5,7,11,132
43.5,77.5,212,6,125
43.5,78.5,184,12,122
43.5,79.5,177,12,120
43.5,80.5,165,18,124
43.5,81.5,170,10,122
43.5,82.5,240,6,118
43.5,83.5,8,10,119
43.5,84.5,10,8,127
43.5,85.5,0,4,118
43.5,86.5,16,13,96
43.5,87.5,170,3,82
43.5,88.5,14,17,86
43.5,89.5,21,14,105
44.5,0.5,16,133,111
44.5,1.5,17,135,117
44.5,2.5,17,127,124
44.5,3.5,19,125,124
44.5,4.5,19,123,128
44.5,5.5,18,121,124
44.5,6.5,20,101,136
44.5,7.5,21,81,135
44.5,8.5,18,110,118
44.5,9.5,13,117,106
44.5,10.5,13,117,106
44.5,11.5,14,114,116
44.5,12.5,17,110,132
44.5,13.5,16,115,132
44.5,14.5,17,100,124
44.5,15.5,16,93,109
44.5,16.5,14,99,113
44.5,17.5,14,109,121
44.5,18.5,14,102,125
44.5,19.5,16,102,129
44.5,20.5,20,71,132
44.5,21.5,18,96,122
44.5,22.5,18,109,126
44.5,23.5,18,97,118
44.5,24.5,18,78,111
44.5,25.5,17,62,98
44.5,26.5,18,57,102
44.5,27.5,22,59,107
44.5,28.5,21,51,89
44.5,29.5,19,56,77
44.5,30.5,19,72,102
44.5,31.5,20,73,107
44.5,32.5,19,91,106
44.5,33.5,19,85,120
44.5,34.5,20,79,119
44.5,35.5,19,67,106
44.5,36.5,16,73,80
44.5,37.5,20,80,105
44.5,38.5,19,64,118
44.5,39.5,21,58,122
44.5,40.5,22,64,118
44.5,41.5,21,63,124
44.5,42.5,21,59,132
44.5,43.5,21,58,130
44.5,44.5,22,58,113
44.5,45.5,23,48,105
44.5,46.5,23,59,103
44.5,47.5,23,52,116
44.5,48.5,17,47,92
44.5,49.5,21,51,79
44.5,50.5,21,65,101
44.5,51.5,20,61,120
44.5,52.5,23,50,121
44.5,53.5,22,46,127
44.5,54.5,21,34,120
44.5,55.5,23,42,107
44.5,56.5,22,53,119
44.5,57.5,21,59,120
44.5,58.5,22,69,118
44.5,59.5,23,46,131
44.5,60.5,21,42,132
44.5,61.5,20,48,121
44.5,62.5,22,57,124
44.5,63.5,21,34,134
44.5,64.5,18,26,137
44.5,65.5,6,13,134
44.5,66.5,12,19,131
44.5,67.5,18,31,128
44.5,68.5,12,20,123
44.5,69.5,14,18,126
44.5,70.5,19,24,136
44.5,71.5,21,30,133
44.5,72.5,19,33,128
44.5,73.5,19,29,112
44.5,74.5,22,30,125
44.5,75.5,17,22,137
44.5,76.5,0,9,138
44.5,77.5,244,7,132
44.5,78.5,240,5,129
44.5,79.5,180,8,123
44.5,80.5,177,12,121
44.5,81.5,178,10,123
44.5,82.5,201,8,121
44.5,83.5,12,15,117
44.5,84.5,18,15,118
44.5,85.5,21,9,109
44.5,86.5,15,22,89
44.5,87.5,155,7,97
44.5,88.5,8,17,71
44.5,89.5,18,18,95
45.5,0.5,16,126,115
45.5,1.5,16,126,121
45.5,2.5,16,124,119
45.5,3.5,16,118,110
45.5,4.5,17,119,122
45.5,5.5,17,112,125
45.5,6.5,20,105,136
45.5,7.5,23,98,145
45.5,8.5,18,120,129
45.5,9.5,15,128,109
45.5,10.5,14,121,118
45.5,11.5,15,120,121
45.5,12.5,16,106,125
45.5,13.5,16,112,132
45.5,14.5,16,110,125
45.5,15.5,16,97,105
45.5,16.5,15,75,101
45.5,17.5,14,86,106
45.5,18.5,13,71,104
45.5,19.5,14,73,115
45.5,20.5,18,52,131
45.5,21.5,21,73,132
45.5,22.5,19,92,132
45.5,23.5,18,84,124
45.5,24.5,18,78,114
45.5,25.5,20,80,114
45.5,26.5,19,88,112
45.5,27.5,19,86,121
45.5,28.5,18,72,120
45.5,29.5,20,77,128
45.5,30.5,20,89,126
45.5,31.5,21,87,120
45.5,32.5,20,78,113
45.5,33.5,19,68,111
45.5,34.5,21,74,117
45.5,35.5,21,68,108
45.5,36.5,21,71,93
45.5,37.5,19,72,112
45.5,38.5,21,63,125
45.5,39.5,21,67,124
45.5,40.5,23,74,120
45.5,41.5,21,71,117
45.5,42.5,21,61,124
45.5,43.5,23,67,125
45.5,44.5,23,64,114
45.5,45.5,22,56,117
45.5,46.5,22,60,114
45.5,47.5,21,58,126
45.5,48.5,22,59,115
45.5,49.5,22,62,115
45.5,50.5,19,50,112
45.5,51.5,18,39,116
45.5,52.5,23,48,126
45.5,53.5,24,58,130
45.5,54.5,19,28,133
45.5,55.5,22,45,118
45.5,56.5,21,64,115
45.5,57.5,21,55,120
45.5,58.5,22,78,117
45.5,59.5,22,59,129
45.5,60.5,23,48,126
45.5,61.5,21,54,121
45.5,62.5,22,48,131
45.5,63.5,22,39,137
45.5,64.5,17,22,137
45.5,65.5,6,13,131
45.5,66.5,12,20,125
45.5,67.5,18,31,129
45.5,68.5,12,19,130
45.5,69.5,14,16,136
45.5,70.5,15,20,138
45.5,71.5,17,22,136
45.5,72.5,16,19,134
45.5,73.5,17,24,127
45.5,74.5,16,19,131
45.5,75.5,18,16,137
45.5,76.5,14,11,133
45.5,77.5,12,13,130
45.5,78.5,12,13,129
45.5,79.5,0,10,124
45.5,80.5,226,6,118
45.5,81.5,198,6,124
45.5,82.5,212,4,122
45.5,83.5,18,19,115
45.5,84.5,15,19,107
45.5,85.5,16,12,104
45.5,86.5,0,8,92
45.5,87.5,148,10,93
45.5,88.5,170,6,73
45.5,89.5,240,7,97
46.5,0.5,15,123,114
46.5,1.5,15,126,113
46.5,2.5,16,120,108
46.5,3.5,15,114,107
46.5,4.5,15,114,114
46.5,5.5,16,111,121
46.5,6.5,19,114,134
46.5,7.5,22,118,148
46.5,8.5,17,123,126
46.5,9.5,15,114,111
46.5,10.5,13,117,111
46.5,11.5,15,122,121
46.5,12.5,17,110,131
46.5,13.5,18,102,134
46.5,14.5,16,115,130
46.5,15.5,14,116,120
46.5,16.5,15,102,124
46.5,17.5,16,106,113
46.5,18.5,16,95,101
46.5,19.5,16,80,111
46.5,20.5,16,70,108
46.5,21.5,20,51,124
46.5,22.5,18,66,115
46.5,23.5,18,57,102
46.5,24.5,18,42,95
46.5,25.5,16,50,101
46.5,26.5,18,65,105
46.5,27.5,18,76,110
46.5,28.5,18,76,116
46.5,29.5,18,89,123
46.5,30.5,21,80,121
46.5,31.5,19,76,116
46.5,32.5,22,77,119
46.5,33.5,21,73,111
46.5,34.5,21,70,115
46.5,35.5,23,76,114
46.5,36.5,21,68,116
46.5,37.5,20,69,121
46.5,38.5,21,65,124
46.5,39.5,22,74,116
46.5,40.5,20,71,111
46.5,41.5,22,69,110
46.5,42.5,24,65,116
46.5,43.5,21,67,121
46.5,44.5,22,59,116
46.5,45.5,22,58,113
46.5,46.5,21,57,129
46.5,47.5,20,68,122
46.5,48.5,21,64,130
46.5,49.5,21,58,127
46.5,50.5,19,62,119
46.5,51.5,18,60,105
46.5,52.5,22,58,118
46.5,53.5,22,50,131
46.5,54.5,18,26,136
46.5,55.5,20,44,121
46.5,56.5,19,66,111
46.5,57.5,22,56,113
46.5,58.5,22,60,118
46.5,59.5,22,49,130
46.5,60.5,23,42,133
46.5,61.5,24,44,132
46.5,62.5,22,27,141
46.5,63.5,19,23,141
46.5,64.5,19,29,130
46.5,65.5,14,16,137
46.5,66.5,16,18,138
46.5,67.5,21,21,141
46.5,68.5,12,18,136
46.5,69.5,19,20,134
46.5,70.5,19,24,138
46.5,71.5,18,16,136
46.5,72.5,14,16,138
46.5,73.5,24,27,130
46.5,74.5,24,46,126
46.5,75.5,22,32,135
46.5,76.5,18,17,134
46.5,77.5,12,13,129
46.5,78.5,0,6,126
46.5,79.5,226,6,126
46.5,80.5,191,8,123
46.5,81.5,178,10,122
46.5,82.5,240,6,113
46.5,83.5,12,15,115
46.5,84.5,14,13,113
46.5,85.5,18,15,114
46.5,86.5,0,6,113
46.5,87.5,0,2,115
46.5,88.5,161,11,114
46.5,89.5,170,9,112
47.5,0.5,14,116,105
47.5,1.5,15,121,109
47.5,2.5,14,115,108
47.5,3.5,15,113,108
47.5,4.5,15,109,116
47.5,5.5,17,106,124
47.5,6.5,18,123,130
47.5,7.5,18,131,128
47.5,8.5,16,119,124
47.5,9.5,17,96,121
47.5,10.5,15,115,117
47.5,11.5,15,123,120
47.5,12.5,17,116,131
47.5,13.5,17,115,132
47.5,14.5,16,118,125
47.5,15.5,14,118,125
47.5,16.5,14,110,127
47.5,17.5,16,98,117
47.5,18.5,18,96,111
47.5,19.5,17,102,129
47.5,20.5,16,116,123
47.5,21.5,18,95,126
47.5,22.5,21,70,126
47.5,23.5,22,52,122
47.5,24.5,19,50,112
47.5,25.5,13,41,116
47.5,26.5,17,49,114
47.5,27.5,17,67,110
47.5,28.5,18,84,109
47.5,29.5,18,91,109
47.5,30.5,21,68,120
47.5,31.5,23,67,125
47.5,32.5,21,76,117
47.5,33.5,19,78,110
47.5,34.5,20,70,112
47.5,35.5,21,69,114
47.5,36.5,21,61,116
47.5,37.5,20,55,123
47.5,38.5,20,57,128
47.5,39.5,20,68,115
47.5,40.5,21,68,112
47.5,41.5,21,66,107
47.5,42.5,22,64,118
47.5,43.5,22,66,123
47.5,44.5,20,53,128
47.5,45.5,21,59,124
47.5,46.5,21,50,131
47.5,47.5,21,61,128
47.5,48.5,19,52,135
47.5,49.5,19,47,139
47.5,50.5,20,57,129
47.5,51.5,18,54,108
47.5,52.5,17,57,116
47.5,53.5,19,48,127
47.5,54.5,19,28,136
47.5,55.5,17,41,116
47.5,56.5,19,57,107
47.5,57.5,20,66,104
47.5,58.5,21,62,119
47.5,59.5,23,46,131
47.5,60.5,22,35,138
47.5,61.5,24,43,134
47.5,62.5,23,37,135
47.5,63.5,19,32,135
47.5,64.5,19,23,140
47.5,65.5,15,19,144
47.5,66.5,17,21,141
47.5,67.5,19,24,137
47.5,68.5,12,20,126
47.5,69.5,12,21,121
